"CN","关岭布依族苗族自治县","1414","guanlingbuyizumiaozuzizhixian"
"CN","光明新区","4982","guangmingxinqu"
"CN","方城县","1764","fangchengxian"
"CN","南阳市","1761","nanyangshi"
"CN","卧龙区","4674","wolongqu"
"CT","惠州市","2654","huizhoushi"
"CN","恩平市","2674","enpingshi"
"CN","鹤山市","2673","heshanshi"
"CN","江门市","2670","jiangmenshi"
"CN","江海区","4543","jianghaiqu"
"CN","蓬江区","4544","pengjiangqu"
"CN","新会区","4545","xinhuiqu"
"CN","开平市","2672","kaipingshi"
"CN","台山市","2671","taishanshi"
"CT","江门市","2669","jiangmenshi"
"CN","惠来县","2721","huilaixian"
"CN","揭东县","2719","jiedongxian"
"CN","揭西县","2720","jiexixian"
"CN","揭阳市","2717","jieyangshi"
"CN","榕城区","4546","rongchengqu"
"CN","普宁市","2718","puningshi"
"CT","揭阳市","2716","jieyangshi"
"CN","电白县","2694","dianbaixian"
"CN","高州市","2691","gaozhoushi"
"CN","化州市","2692","huazhoushi"
"CN","茂名市","2690","maomingshi"
"CN","茂港区","4547","maogangqu"
"CN","茂南区","4548","maonanqu"
"CN","信宜市","2693","xinyishi"
"CT","茂名市","2689","maomingshi"
"CN","大埔县","2650","dapuxian"
"CN","丰顺县","2651","fengshunxian"
"CN","蕉岭县","2649","jiaolingxian"
"CN","梅县","2648","meixian"
"CN","梅州市","2646","meizhoushi"
"CN","梅江区","4400","meijiangqu"
"CN","平远县","2653","pingyuanxian"
"CN","五华县","2652","wuhuaxian"
"CN","兴宁市","2647","xingningshi"
"CT","梅州市","2645","meizhoushi"
"CN","佛冈县","2707","fogangxian"
"CN","连南瑶族自治县","2711","liannanyaozuzizhixian"
"CN","连山壮族瑶族自治县","2710","lianshanzhuangzuyaozuzizhixian"
"CN","连州市","2706","lianzhoushi"
"CN","清新县","2709","qingxinxian"
"CN","清远市","2704","qingyuanshi"
"CN","清城区","4549","qingchengqu"
"CN","阳山县","2708","yangshanxian"
"CN","英德市","2705","yingdeshi"
"CT","清远市","2703","qingyuanshi"
"CN","南澳县","2627","nanaoxian"
"CN","潮南区","4550","chaonanqu"
"CN","潮阳区","4551","chaoyangqu"
"CN","澄海区","4552","chenghaiqu"
"CN","金平区","4554","jinpingqu"
"CN","濠江区","4553","haojiangqu"
"CT","汕头市","2623","shantoushi"
"CN","海丰县","2663","haifengxian"
"CN","陆丰市","2662","lufengshi"
"CN","陆河县","2664","luhexian"
"CN","汕尾市","2661","shanweishi"
"CT","汕尾市","2660","shanweishi"
"CN","乐昌市","2630","lechangshi"
"CN","南雄市","2631","nanxiongshi"
"CN","仁化县","2632","renhuaxian"
"CN","乳源瑶族自治县","2637","ruyuanyaozuzizhixian"
"CN","曲江区","2635","qujiangqu"
"CN","武江区","4556","wujiangqu"
"CN","始兴县","2633","shixingxian"
"CN","平鲁区","4187","pingluqu"
"CN","朔城区","4188","shuochengqu"
"CN","应县","2772","yingxian"
"CN","右玉县","2771","youyuxian"
"CT","朔州市","2768","shuozhoushi"
"CN","古交市","2731","gujiaoshi"
"CN","娄烦县","2734","loufanxian"
"CN","清徐县","2733","qingxuxian"
"CN","太原市","2730","taiyuanshi"
"CN","尖草坪区","4189","jiancaopingqu"
"CN","晋源区","4190","jinyuanqu"
"CN","万柏林区","4191","wanbolinqu"
"CN","小店区","4192","xiaodianqu"
"CN","杏花岭区","4193","xinghualingqu"
"CN","迎泽区","4386","yingzequ"
"CN","阳曲县","2732","yangquxian"
"CT","太原市","2729","taiyuanshi"
"CN","保德县","2798","baodexian"
"CN","代县","2789","daixian"
"CN","定襄县","2799","dingxiangxian"
"CN","伍家岗区","4786","wujiagangqu"
"CN","西陵区","4787","xilingqu"
"CN","惠农区","2546","huinongqu"
"CT","石嘴山市","2542","shizuishanshi"
"CN","青铜峡市","2549","qingtongxiashi"
"CN","同心县","2550","tongxinxian"
"CN","吴忠市","2548","wuzhongshi"
"CN","利通区","4127","litongqu"
"CN","盐池县","2551","yanchixian"
"CT","吴忠市","2547","wuzhongshi"
"CN","贺兰县","2540","helanxian"
"CN","灵武市","2541","lingwushi"
"CN","银川市","2538","yinchuanshi"
"CN","金凤区","4128","jinfengqu"
"CN","西夏区","4129","xixiaqu"
"CN","兴庆区","4130","xingqingqu"
"CN","永宁县","2539","yongningxian"
"CT","银川市","2537","yinchuanshi"
"CN","海原县","2556","haiyuanxian"
"CN","中宁县","2553","zhongningxian"
"CN","中卫市","3702","zhongweishi"
"CN","沙坡头区","4131","shapotouqu"
"CT","中卫市","2552","zhongweishi"
"PV","宁夏回族自治区","2536","ningxiahuizuzizhiqu"
"CN","班玛县","2592","banmaxian"
"CN","达日县","2594","darixian"
"CN","甘德县","2593","gandexian"
"CN","久治县","2595","jiuzhixian"
"CN","玛多县","2596","maduoxian"
"CN","玛沁县","2591","maqinxian"
"CT","果洛藏族自治州","2590","guoluozangzuzizhizhou"
"CN","刚察县","2577","gangchaxian"
"CN","海晏县","2575","haiyanxian"
"CN","门源回族自治县","2578","menyuanhuizuzizhixian"
"CN","祁连县","2576","qilianxian"
"CT","海北藏族自治州","2574","haibeizangzuzizhizhou"
"CN","互助土族自治县","2571","huzhutuzuzizhixian"
"CN","化隆回族自治县","2572","hualonghuizuzizhixian"
"CN","乐都县","2569","ledouxian"
"CN","民和回族土族自治县","2570","minhehuizutuzuzizhixian"
"CN","平安县","2568","pinganxian"
"CT","海东地区","2567","haidongdiqu"
"CN","共和县","2585","gonghexian"
"CN","贵德县","2587","guidexian"
"CN","平坝县","1411","pingbaxian"
"CN","普定县","1410","pudingxian"
"CN","镇宁布依族苗族自治县","1412","zhenningbuyizumiaozuzizhixian"
"CN","紫云苗族布依族自治县","1413","ziyunmiaozubuyizuzizhixian"
"CT","安顺市","1408","anshunshi"
"CN","毕节市","1427","bijieshi"
"CN","大方县","1429","dafangxian"
"CN","赫章县","1432","hezhangxian"
"CN","金沙县","1431","jinshaxian"
"CN","纳雍县","1433","nayongxian"
"CN","黔西县","1428","qianxixian"
"CN","威宁彝族回族苗族自治县","1434","weiningyizuhuizumiaozuzizhixian"
"CN","织金县","1430","zhijinxian"
"CT","毕节地区","1426","bijiediqu"
"CN","贵阳市","1384","guiyangshi"
"CN","白云区","4603","baiyunqu"
"CN","花溪区","4604","huaxiqu"
"CN","南明区","4408","nanmingqu"
"CN","乌当区","4605","wudangqu"
"CN","小河区","4606","xiaohequ"
"CN","云岩区","4607","yunyanqu"
"CN","开阳县","1386","kaiyangxian"
"CN","清镇市","1385","qingzhenshi"
"CN","息烽县","1388","xifengxian"
"CN","修文县","1387","xiuwenxian"
"CT","贵阳市","1383","guiyangshi"
"CN","六盘水市","1390","liupanshuishi"
"CN","六枝特区","4608","liuzhitequ"
"CN","钟山区","4609","zhongshanqu"
"CN","六枝特区","1393","liuzhitequ"
"CN","盘县","1392","panxian"
"CN","水城县","1391","shuichengxian"
"CT","六盘水市","1389","liupanshuishi"
"CN","从江县","1447","congjiangxian"
"CN","丹寨县","1460","danzhaixian"
"CN","黄平县","1453","huangpingxian"
"CN","剑河县","1455","jianhexian"
"CN","锦屏县","1448","jinpingxian"
"CN","凯里市","1445","kailishi"
"CN","黎平县","1458","lipingxian"
"CN","麻江县","1450","majiangxian"
"CN","三穗县","1456","sansuixian"
"CN","博白县","1335","bobaixian"
"CN","施秉县","1446","shibingxian"
"CN","台江县","1451","taijiangxian"
"CN","天柱县","1452","tianzhuxian"
"CN","镇远县","1449","zhenyuanxian"
"CT","黔东南苗族侗族自治州","1444","qiandongnanmiaozudongzuzizhizhou"
"CN","长顺县","1471","changshunxian"
"CN","都匀市","1462","douyunshi"
"CN","福泉市","1463","fuquanshi"
"CN","贵定县","1464","guidingxian"
"CN","惠水县","1465","huishuixian"
"CN","荔波县","1468","liboxian"
"CN","龙里县","1469","longlixian"
"CN","罗甸县","1466","luodianxian"
"CN","平塘县","1470","pingtangxian"
"CN","瓮安县","1467","wenganxian"
"CT","黔南布依族苗族自治州","1461","qiannanbuyizumiaozuzizhizhou"
"CN","安龙县","1443","anlongxian"
"CN","册亨县","1440","cehengxian"
"CN","普安县","1439","puanxian"
"CN","晴隆县","1441","qinglongxian"
"CN","翁源县","2634","wengyuanxian"
"CN","新丰县","2636","xinfengxian"
"CT","韶关市","2628","shaoguanshi"
"CN","深圳市","2620","shenzhenshi"
"CN","宝安区","4558","baoanqu"
"CN","龙岗区","4560","longgangqu"
"CN","罗湖区","4561","luohuqu"
"CN","南山区","4402","nanshanqu"
"CT","深圳市","2619","shenzhenshi"
"CN","阳春市","2679","yangchunshi"
"CN","阳东县","2681","yangdongxian"
"CN","阳江市","2678","yangjiangshi"
"CN","江城区","4563","jiangchengqu"
"CN","阳西县","2680","yangxixian"
"CT","阳江市","2677","yangjiangshi"
"CN","罗定市","2724","luodingshi"
"CN","新兴县","2726","xinxingxian"
"CN","郁南县","2727","yunanxian"
"CN","云安县","2725","yunanxian"
"CN","云浮市","2723","yunfushi"
"CN","云城区","4564","yunchengqu"
"CT","云浮市","2722","yunfushi"
"CN","雷州市","2685","leizhoushi"
"CN","廉江市","2684","lianjiangshi"
"CN","遂溪县","2687","suixixian"
"CN","吴川市","2686","wuchuanshi"
"CN","徐闻县","2688","xuwenxian"
"CN","湛江市","2683","zhanjiangshi"
"CN","赤坎区","4565","chikanqu"
"CN","麻章区","4566","mazhangqu"
"CN","坡头区","4567","potouqu"
"CN","霞山区","4568","xiashanqu"
"CT","湛江市","2682","zhanjiangshi"
"CN","德庆县","2700","deqingxian"
"CN","城中区","4378","chengzhongqu"
"CN","湟中县","2565","huangzhongxian"
"CT","西宁市","2562","xiningshi"
"CN","称多县","2600","chengduoxian"
"CN","囊谦县","2602","nangqianxian"
"CN","玉树县","2598","yushuxian"
"CN","杂多县","2599","zaduoxian"
"CN","治多县","2601","zhiduoxian"
"CT","玉树藏族自治州","2597","yushuzangzuzizhizhou"
"PV","青海省","2561","qinghaisheng"
"CN","滨州市","2956","binzhoushi"
"CN","滨城区","4135","binchengqu"
"CN","博兴县","2960","boxingxian"
"CN","无棣县","2962","wudixian"
"CN","阳信县","2961","yangxinxian"
"CN","靖宇县","2152","jingyuxian"
"CN","临江市","2151","linjiangshi"
"CT","白山市","2149","baishanshi"
"CN","长春市","2120","changchunshi"
"CN","朝阳区","4821","chaoyangqu"
"CN","二道区","4822","erdaoqu"
"CN","宽城区","4823","kuanchengqu"
"CN","绿园区","4824","lvyuanqu"
"CN","南关区","4430","nanguanqu"
"CN","双阳区","4825","shuangyangqu"
"CN","德惠市","2123","dehuishi"
"CN","九台市","2121","jiutaishi"
"CN","农安县","2124","nonganxian"
"CN","榆树市","2122","yushushi"
"CT","长春市","2119","ccs"
"CN","吉林市","2126","jilinshi"
"CN","昌邑区","4826","changyiqu"
"CN","船营区","4827","chuanyingqu"
"CN","丰满区","4828","fengmanqu"
"CN","龙潭区","4829","longtanqu"
"CN","贵南县","2589","guinanxian"
"CN","同德县","2586","tongdexian"
"CN","兴海县","2588","xinghaixian"
"CT","海南藏族自治州","2584","hainanzangzuzizhizhou"
"CN","德令哈市","2605","delinghashi"
"CN","都兰县","2609","doulanxian"
"CN","天峻县","2608","tianjunxian"
"CN","乌兰县","2607","wulanxian"
"CT","海西蒙古族藏族自治州","2604","haiximengguzuzangzuzizhizhou"
"CN","河南蒙古族自治县","2583","henanmengguzuzizhixian"
"CN","同仁县","2580","tongrenxian"
"CN","泽库县","2581","zekuxian"
"CT","黄南藏族自治州","2579","huangnanzangzuzizhizhou"
"CN","大通回族土族自治县","2566","datonghuizutuzuzizhixian"
"CN","西宁市","2563","xiningshi"
"CN","城东区","4133","chengdongqu"
"CN","城西区","4134","chengxiqu"
"CN","渭南市","3009","weinanshi"
"CN","临渭区","4207","linweiqu"
"CN","潼关县","3013","tongguanxian"
"CT","渭南市","3008","weinanshi"
"CN","高陵县","2976","gaolingxian"
"CN","户县","2978","huxian"
"CN","蓝田县","2977","lantianxian"
"CN","西安市","2975","xianshi"
"CN","碑林区","4388","beilinqu"
"CN","长安区","4209","changanqu"
"CN","莲湖区","4210","lianhuqu"
"CN","临潼区","4211","lintongqu"
"CN","未央区","4212","weiyangqu"
"CN","新城区","4213","xinchengqu"
"CN","阎良区","4214","yanliangqu"
"CN","雁塔区","4215","yantaqu"
"CN","周至县","2979","zhouzhixian"
"CT","西安市","2974","xianshi"
"CN","彬县","3002","binxian"
"CN","长武县","3004","changwuxian"
"CN","淳化县","3007","chunhuaxian"
"CN","礼泉县","2998","liquanxian"
"CN","乾县","3005","qianxian"
"CN","武功县","3006","wugongxian"
"CN","咸阳市","2996","xianyangshi"
"CN","秦都区","4216","qindouqu"
"CN","渭城区","4217","weichengqu"
"CN","兴平市","2997","xingpingshi"
"CN","旬邑县","3003","xunyixian"
"CN","永寿县","3000","yongshouxian"
"CN","泾阳县","2999","jingyangxian"
"CT","咸阳市","2995","xianyangshi"
"CN","安塞县","3022","ansaixian"
"CN","富县","3027","fuxian"
"CN","黄陵县","3025","huanglingxian"
"CN","黄龙县","3032","huanglongxian"
"CN","洛川县","3023","luochuanxian"
"CN","吴起县","3033","wuqixian"
"CN","延安市","3021","yananshi"
"CN","延长县","3028","yanzhangxian"
"CN","延川县","3026","yanchuanxian"
"CN","宜川县","3030","yichuanxian"
"CN","志丹县","3031","zhidanxian"
"CN","子长县","3024","zizhangxian"
"CT","延安市","3020","yananshi"
"CN","定边县","3058","dingbianxian"
"CN","府谷县","3052","fuguxian"
"CN","横山县","3055","hengshanxian"
"CN","佳县","3051","jiaxian"
"CN","靖边县","3054","jingbianxian"
"CN","望谟县","1437","wangmoxian"
"CN","兴仁县","1438","xingrenxian"
"CN","丰润区","4638","fengrunqu"
"CN","开平区","4640","kaipingqu"
"CN","路北区","4641","lubeiqu"
"CN","路南区","4642","lunanqu"
"CN","玉田县","1537","yutianxian"
"CT","唐山市","1531","tangshanshi"
"CN","柏乡县","1569","boxiangxian"
"CN","广宗县","1576","guangzongxian"
"CN","巨鹿县","1580","juluxian"
"CN","临城县","1575","linchengxian"
"CN","临西县","1577","linxixian"
"CN","南宫市","1566","nangongshi"
"CN","南和县","1582","nanhexian"
"CN","内丘县","1578","neiqiuxian"
"CN","宁晋县","1572","ningjinxian"
"CN","平乡县","1579","pingxiangxian"
"CN","任县","1570","renxian"
"CN","沙河市","1567","shaheshi"
"CN","威县","1573","weixian"
"CN","新河县","1581","xinhexian"
"CN","邢台市","1565","xingtaishi"
"CN","桥东区","4643","qiaodongqu"
"CN","邢台县","1568","xingtaixian"
"CT","邢台市","1564","xingtaishi"
"CN","赤城县","1613","chichengxian"
"CN","夷陵区","4789","yilingqu"
"CN","宜都市","1941","yidoushi"
"CN","远安县","1945","yuananxian"
"CN","枝江市","1943","zhijiangshi"
"CN","秭归县","1944","ziguixian"
"CT","宜昌市","1939","yichangshi"
"PV","湖北省","1908","hubeisheng"
"CN","榕江县","1454","rongjiangxian"
"CN","安乡县","2056","anxiangxian"
"CN","常德市","2050","changdeshi"
"CN","鼎城区","4794","dingchengqu"
"CN","武陵区","4795","wulingqu"
"CN","汉寿县","2055","hanshouxian"
"CN","津市市","2051","jinshishi"
"CN","澧县","2052","lixian"
"CT","常德市","2049","changdeshi"
"CN","长沙市","2004","changshashi"
"CN","开福区","4790","kaifuqu"
"CN","天心区","4791","tianxinqu"
"CN","雨花区","4792","yuhuaqu"
"CN","岳麓区","4793","yueluqu"
"CN","芙蓉区","4425","furongqu"
"CN","长沙县","2006","changshaxian"
"CN","宁乡县","2008","ningxiangxian"
"CN","望城县","2007","wangchengxian"
"CN","浏阳市","2005","liuyangshi"
"CT","长沙市","2003","css"
"CN","安仁县","2073","anrenxian"
"CN","郴州市","2069","chenzhoushi"
"CN","北湖区","4796","beihuqu"
"CN","苏仙区","4426","suxianqu"
"CN","桂东县","2076","guidongxian"
"CN","桂阳县","2078","guiyangxian"
"CN","嘉禾县","2074","jiahexian"
"CN","临武县","2075","linwuxian"
"CN","汝城县","2072","ruchengxian"
"CN","宜章县","2071","yizhangxian"
"CN","永兴县","2077","yongxingxian"
"CN","资兴市","2070","zixingshi"
"CT","郴州市","2068","chenzhoushi"
"CN","常宁市","2024","changningshi"
"CN","衡东县","2026","hengdongxian"
"CN","磐石市","2130","panshishi"
"CN","舒兰市","2127","shulanshi"
"CN","永吉县","2131","yongjixian"
"CN","桦甸市","2128","huadianshi"
"CN","蛟河市","2129","jiaoheshi"
"CT","吉林市","2125","jilinshi"
"CN","东丰县","2141","dongfengxian"
"CN","东辽县","2140","dongliaoxian"
"CN","辽源市","2139","liaoyuanshi"
"CN","龙山区","4830","longshanqu"
"CN","西安区","4831","xianqu"
"CT","辽源市","2138","liaoyuanshi"
"CN","公主岭市","2134","gongzhulingshi"
"CN","梨树县","2136","lishuxian"
"CN","双辽市","2135","shuangliaoshi"
"CN","四平市","2133","sipingshi"
"CN","铁东区","4832","tiedongqu"
"CN","铁西区","4431","tiexiqu"
